4206
0, (0, 1, 13, 16, 17, 23)
1, (0, 1, 14, 15, 16, 17)
2, (0, 1, 14, 15, 17, 23)
3, (0, 1, 14, 16, 17, 19)
4, (0, 1, 14, 16, 17, 22)
5, (0, 1, 14, 17, 19, 23)
6, (0, 1, 14, 17, 22, 23)
7, (0, 1, 15, 16, 17, 18)
8, (0, 1, 15, 16, 17, 21)
9, (0, 1, 15, 16, 19, 23)
10, (0, 1, 15, 16, 22, 23)
11, (0, 1, 15, 17, 18, 23)
12, (0, 1, 15, 17, 19, 22)
13, (0, 1, 15, 17, 21, 23)
14, (0, 1, 16, 17, 18, 19)
15, (0, 1, 16, 17, 18, 22)
16, (0, 1, 16, 17, 19, 21)
17, (0, 1, 16, 17, 20, 23)
18, (0, 1, 16, 17, 21, 22)
19, (0, 1, 16, 19, 22, 23)
20, (0, 1, 17, 18, 19, 23)
21, (0, 1, 17, 18, 22, 23)
22, (0, 1, 17, 19, 21, 23)
23, (0, 1, 17, 21, 22, 23)
24, (0, 2, 12, 16, 17, 23)
25, (0, 2, 13, 15, 16, 17)
26, (0, 2, 13, 15, 17, 23)
27, (0, 2, 13, 16, 17, 19)
28, (0, 2, 13, 16, 17, 22)
29, (0, 2, 13, 17, 19, 23)
30, (0, 2, 13, 17, 22, 23)
31, (0, 2, 14, 15, 16, 23)
32, (0, 2, 14, 15, 17, 19)
33, (0, 2, 14, 15, 17, 22)
34, (0, 2, 14, 16, 17, 18)
35, (0, 2, 14, 16, 17, 21)
36, (0, 2, 14, 16, 19, 23)
37, (0, 2, 14, 16, 22, 23)
38, (0, 2, 14, 17, 18, 23)
39, (0, 2, 14, 17, 19, 22)
40, (0, 2, 14, 17, 21, 23)
41, (0, 2, 15, 16, 17, 20)
42, (0, 2, 15, 16, 18, 23)
43, (0, 2, 15, 16, 19, 22)
44, (0, 2, 15, 16, 21, 23)
45, (0, 2, 15, 17, 18, 19)
46, (0, 2, 15, 17, 18, 22)
47, (0, 2, 15, 17, 19, 21)
48, (0, 2, 15, 17, 20, 23)
49, (0, 2, 15, 17, 21, 22)
50, (0, 2, 15, 19, 22, 23)
51, (0, 2, 16, 17, 18, 21)
52, (0, 2, 16, 17, 19, 20)
53, (0, 2, 16, 17, 20, 22)
54, (0, 2, 16, 18, 19, 23)
55, (0, 2, 16, 18, 22, 23)
56, (0, 2, 16, 19, 21, 23)
57, (0, 2, 16, 21, 22, 23)
58, (0, 2, 17, 18, 19, 22)
59, (0, 2, 17, 18, 21, 23)
60, (0, 2, 17, 19, 20, 23)
61, (0, 2, 17, 19, 21, 22)
62, (0, 2, 17, 20, 22, 23)
63, (0, 3, 12, 15, 16, 17)
64, (0, 3, 12, 15, 17, 23)
65, (0, 3, 12, 16, 17, 19)
66, (0, 3, 12, 16, 17, 22)
67, (0, 3, 12, 17, 19, 23)
68, (0, 3, 12, 17, 22, 23)
69, (0, 3, 13, 14, 16, 17)
70, (0, 3, 13, 14, 17, 23)
71, (0, 3, 13, 15, 16, 23)
72, (0, 3, 13, 15, 17, 19)
73, (0, 3, 13, 15, 17, 22)
74, (0, 3, 13, 16, 17, 18)
75, (0, 3, 13, 16, 17, 21)
76, (0, 3, 13, 16, 19, 23)
77, (0, 3, 13, 16, 22, 23)
78, (0, 3, 13, 17, 18, 23)
79, (0, 3, 13, 17, 19, 22)
80, (0, 3, 13, 17, 21, 23)
81, (0, 3, 14, 15, 16, 19)
82, (0, 3, 14, 15, 16, 22)
83, (0, 3, 14, 15, 17, 18)
84, (0, 3, 14, 15, 17, 21)
85, (0, 3, 14, 15, 19, 23)
86, (0, 3, 14, 15, 22, 23)
87, (0, 3, 14, 16, 17, 20)
88, (0, 3, 14, 16, 18, 23)
89, (0, 3, 14, 16, 19, 22)
90, (0, 3, 14, 16, 21, 23)
91, (0, 3, 14, 17, 18, 19)
92, (0, 3, 14, 17, 18, 22)
93, (0, 3, 14, 17, 19, 21)
94, (0, 3, 14, 17, 20, 23)
95, (0, 3, 14, 17, 21, 22)
96, (0, 3, 14, 19, 22, 23)
97, (0, 3, 15, 16, 18, 19)
98, (0, 3, 15, 16, 18, 22)
99, (0, 3, 15, 16, 19, 21)
100, (0, 3, 15, 16, 20, 23)
101, (0, 3, 15, 16, 21, 22)
102, (0, 3, 15, 17, 18, 21)
103, (0, 3, 15, 17, 19, 20)
104, (0, 3, 15, 17, 20, 22)
105, (0, 3, 15, 18, 19, 23)
106, (0, 3, 15, 18, 22, 23)
107, (0, 3, 15, 19, 21, 23)
108, (0, 3, 15, 21, 22, 23)
109, (0, 3, 16, 17, 18, 20)
110, (0, 3, 16, 17, 20, 21)
111, (0, 3, 16, 18, 19, 22)
112, (0, 3, 16, 18, 21, 23)
113, (0, 3, 16, 19, 20, 23)
114, (0, 3, 16, 19, 21, 22)
115, (0, 3, 16, 20, 22, 23)
116, (0, 3, 17, 18, 19, 21)
117, (0, 3, 17, 18, 20, 23)
118, (0, 3, 17, 18, 21, 22)
119, (0, 3, 17, 19, 20, 22)
120, (0, 3, 17, 20, 21, 23)
121, (0, 3, 18, 19, 22, 23)
122, (0, 3, 19, 21, 22, 23)
123, (0, 4, 12, 14, 16, 17)
124, (0, 4, 12, 14, 17, 23)
125, (0, 4, 12, 15, 16, 23)
126, (0, 4, 12, 15, 17, 19)
127, (0, 4, 12, 15, 17, 22)
128, (0, 4, 12, 16, 17, 18)
129, (0, 4, 12, 16, 17, 21)
130, (0, 4, 12, 16, 19, 23)
131, (0, 4, 12, 16, 22, 23)
132, (0, 4, 12, 17, 18, 23)
133, (0, 4, 12, 17, 19, 22)
134, (0, 4, 12, 17, 21, 23)
135, (0, 4, 13, 14, 15, 17)
136, (0, 4, 13, 14, 16, 23)
137, (0, 4, 13, 14, 17, 19)
138, (0, 4, 13, 14, 17, 22)
139, (0, 4, 13, 15, 16, 19)
140, (0, 4, 13, 15, 16, 22)
141, (0, 4, 13, 15, 17, 18)
142, (0, 4, 13, 15, 17, 21)
143, (0, 4, 13, 15, 19, 23)
144, (0, 4, 13, 15, 22, 23)
145, (0, 4, 13, 16, 17, 20)
146, (0, 4, 13, 16, 18, 23)
147, (0, 4, 13, 16, 19, 22)
148, (0, 4, 13, 16, 21, 23)
149, (0, 4, 13, 17, 18, 19)
150, (0, 4, 13, 17, 18, 22)
151, (0, 4, 13, 17, 19, 21)
152, (0, 4, 13, 17, 20, 23)
153, (0, 4, 13, 17, 21, 22)
154, (0, 4, 13, 19, 22, 23)
155, (0, 4, 14, 15, 16, 18)
156, (0, 4, 14, 15, 16, 21)
157, (0, 4, 14, 15, 17, 20)
158, (0, 4, 14, 15, 18, 23)
159, (0, 4, 14, 15, 19, 22)
160, (0, 4, 14, 15, 21, 23)
161, (0, 4, 14, 16, 18, 19)
162, (0, 4, 14, 16, 18, 22)
163, (0, 4, 14, 16, 19, 21)
164, (0, 4, 14, 16, 20, 23)
165, (0, 4, 14, 16, 21, 22)
166, (0, 4, 14, 17, 18, 21)
167, (0, 4, 14, 17, 19, 20)
168, (0, 4, 14, 17, 20, 22)
169, (0, 4, 14, 18, 19, 23)
170, (0, 4, 14, 18, 22, 23)
171, (0, 4, 14, 19, 21, 23)
172, (0, 4, 14, 21, 22, 23)
173, (0, 4, 15, 16, 18, 21)
174, (0, 4, 15, 16, 19, 20)
175, (0, 4, 15, 16, 20, 22)
176, (0, 4, 15, 17, 18, 20)
177, (0, 4, 15, 17, 20, 21)
178, (0, 4, 15, 18, 19, 22)
179, (0, 4, 15, 18, 21, 23)
180, (0, 4, 15, 19, 20, 23)
181, (0, 4, 15, 19, 21, 22)
182, (0, 4, 15, 20, 22, 23)
183, (0, 4, 16, 18, 19, 21)
184, (0, 4, 16, 18, 20, 23)
185, (0, 4, 16, 18, 21, 22)
186, (0, 4, 16, 19, 20, 22)
187, (0, 4, 16, 20, 21, 23)
188, (0, 4, 17, 18, 19, 20)
189, (0, 4, 17, 18, 20, 22)
190, (0, 4, 17, 19, 20, 21)
191, (0, 4, 17, 20, 21, 22)
192, (0, 4, 18, 19, 21, 23)
193, (0, 4, 18, 21, 22, 23)
194, (0, 4, 19, 20, 22, 23)
195, (0, 5, 12, 13, 16, 17)
196, (0, 5, 12, 13, 17, 23)
197, (0, 5, 12, 14, 15, 17)
198, (0, 5, 12, 14, 16, 23)
199, (0, 5, 12, 14, 17, 19)
200, (0, 5, 12, 14, 17, 22)
201, (0, 5, 12, 15, 16, 19)
202, (0, 5, 12, 15, 16, 22)
203, (0, 5, 12, 15, 17, 18)
204, (0, 5, 12, 15, 17, 21)
205, (0, 5, 12, 15, 19, 23)
206, (0, 5, 12, 15, 22, 23)
207, (0, 5, 12, 16, 17, 20)
208, (0, 5, 12, 16, 18, 23)
209, (0, 5, 12, 16, 19, 22)
210, (0, 5, 12, 16, 21, 23)
211, (0, 5, 12, 17, 18, 19)
212, (0, 5, 12, 17, 18, 22)
213, (0, 5, 12, 17, 19, 21)
214, (0, 5, 12, 17, 20, 23)
215, (0, 5, 12, 17, 21, 22)
216, (0, 5, 12, 19, 22, 23)
217, (0, 5, 13, 14, 15, 16)
218, (0, 5, 13, 14, 15, 23)
219, (0, 5, 13, 14, 16, 19)
220, (0, 5, 13, 14, 16, 22)
221, (0, 5, 13, 14, 17, 18)
222, (0, 5, 13, 14, 17, 21)
223, (0, 5, 13, 14, 19, 23)
224, (0, 5, 13, 14, 22, 23)
225, (0, 5, 13, 15, 16, 18)
226, (0, 5, 13, 15, 16, 21)
227, (0, 5, 13, 15, 17, 20)
228, (0, 5, 13, 15, 18, 23)
229, (0, 5, 13, 15, 19, 22)
230, (0, 5, 13, 15, 21, 23)
231, (0, 5, 13, 16, 18, 19)
232, (0, 5, 13, 16, 18, 22)
233, (0, 5, 13, 16, 19, 21)
234, (0, 5, 13, 16, 20, 23)
235, (0, 5, 13, 16, 21, 22)
236, (0, 5, 13, 17, 18, 21)
237, (0, 5, 13, 17, 19, 20)
238, (0, 5, 13, 17, 20, 22)
239, (0, 5, 13, 18, 19, 23)
240, (0, 5, 13, 18, 22, 23)
241, (0, 5, 13, 19, 21, 23)
242, (0, 5, 13, 21, 22, 23)
243, (0, 5, 14, 15, 16, 20)
244, (0, 5, 14, 15, 18, 19)
245, (0, 5, 14, 15, 18, 22)
246, (0, 5, 14, 15, 19, 21)
247, (0, 5, 14, 15, 20, 23)
248, (0, 5, 14, 15, 21, 22)
249, (0, 5, 14, 16, 18, 21)
250, (0, 5, 14, 16, 19, 20)
251, (0, 5, 14, 16, 20, 22)
252, (0, 5, 14, 17, 18, 20)
253, (0, 5, 14, 17, 20, 21)
254, (0, 5, 14, 18, 19, 22)
255, (0, 5, 14, 18, 21, 23)
256, (0, 5, 14, 19, 20, 23)
257, (0, 5, 14, 19, 21, 22)
258, (0, 5, 14, 20, 22, 23)
259, (0, 5, 15, 16, 18, 20)
260, (0, 5, 15, 16, 20, 21)
261, (0, 5, 15, 18, 19, 21)
262, (0, 5, 15, 18, 20, 23)
263, (0, 5, 15, 18, 21, 22)
264, (0, 5, 15, 19, 20, 22)
265, (0, 5, 15, 20, 21, 23)
266, (0, 5, 16, 18, 19, 20)
267, (0, 5, 16, 18, 20, 22)
268, (0, 5, 16, 19, 20, 21)
269, (0, 5, 16, 20, 21, 22)
270, (0, 5, 17, 18, 20, 21)
271, (0, 5, 18, 19, 20, 23)
272, (0, 5, 18, 19, 21, 22)
273, (0, 5, 18, 20, 22, 23)
274, (0, 5, 19, 20, 21, 23)
275, (0, 5, 20, 21, 22, 23)
276, (0, 6, 12, 16, 17, 23)
277, (0, 6, 13, 15, 16, 17)
278, (0, 6, 13, 15, 17, 23)
279, (0, 6, 13, 16, 17, 19)
280, (0, 6, 13, 16, 17, 22)
281, (0, 6, 13, 17, 19, 23)
282, (0, 6, 13, 17, 22, 23)
283, (0, 6, 14, 15, 16, 23)
284, (0, 6, 14, 15, 17, 19)
285, (0, 6, 14, 15, 17, 22)
286, (0, 6, 14, 16, 17, 18)
287, (0, 6, 14, 16, 17, 21)
288, (0, 6, 14, 16, 19, 23)
289, (0, 6, 14, 16, 22, 23)
290, (0, 6, 14, 17, 18, 23)
291, (0, 6, 14, 17, 19, 22)
292, (0, 6, 14, 17, 21, 23)
293, (0, 6, 15, 16, 17, 20)
294, (0, 6, 15, 16, 18, 23)
295, (0, 6, 15, 16, 19, 22)
296, (0, 6, 15, 16, 21, 23)
297, (0, 6, 15, 17, 18, 19)
298, (0, 6, 15, 17, 18, 22)
299, (0, 6, 15, 17, 19, 21)
300, (0, 6, 15, 17, 20, 23)
301, (0, 6, 15, 17, 21, 22)
302, (0, 6, 15, 19, 22, 23)
303, (0, 6, 16, 17, 18, 21)
304, (0, 6, 16, 17, 19, 20)
305, (0, 6, 16, 17, 20, 22)
306, (0, 6, 16, 18, 19, 23)
307, (0, 6, 16, 18, 22, 23)
308, (0, 6, 16, 19, 21, 23)
309, (0, 6, 16, 21, 22, 23)
310, (0, 6, 17, 18, 19, 22)
311, (0, 6, 17, 18, 21, 23)
312, (0, 6, 17, 19, 20, 23)
313, (0, 6, 17, 19, 21, 22)
314, (0, 6, 17, 20, 22, 23)
315, (0, 7, 12, 15, 16, 17)
316, (0, 7, 12, 15, 17, 23)
317, (0, 7, 12, 16, 17, 19)
318, (0, 7, 12, 16, 17, 22)
319, (0, 7, 12, 17, 19, 23)
320, (0, 7, 12, 17, 22, 23)
321, (0, 7, 13, 14, 16, 17)
322, (0, 7, 13, 14, 17, 23)
323, (0, 7, 13, 15, 16, 23)
324, (0, 7, 13, 15, 17, 19)
325, (0, 7, 13, 15, 17, 22)
326, (0, 7, 13, 16, 17, 18)
327, (0, 7, 13, 16, 17, 21)
328, (0, 7, 13, 16, 19, 23)
329, (0, 7, 13, 16, 22, 23)
330, (0, 7, 13, 17, 18, 23)
331, (0, 7, 13, 17, 19, 22)
332, (0, 7, 13, 17, 21, 23)
333, (0, 7, 14, 15, 16, 19)
334, (0, 7, 14, 15, 16, 22)
335, (0, 7, 14, 15, 17, 18)
336, (0, 7, 14, 15, 17, 21)
337, (0, 7, 14, 15, 19, 23)
338, (0, 7, 14, 15, 22, 23)
339, (0, 7, 14, 16, 17, 20)
340, (0, 7, 14, 16, 18, 23)
341, (0, 7, 14, 16, 19, 22)
342, (0, 7, 14, 16, 21, 23)
343, (0, 7, 14, 17, 18, 19)
344, (0, 7, 14, 17, 18, 22)
345, (0, 7, 14, 17, 19, 21)
346, (0, 7, 14, 17, 20, 23)
347, (0, 7, 14, 17, 21, 22)
348, (0, 7, 14, 19, 22, 23)
349, (0, 7, 15, 16, 18, 19)
350, (0, 7, 15, 16, 18, 22)
351, (0, 7, 15, 16, 19, 21)
352, (0, 7, 15, 16, 20, 23)
353, (0, 7, 15, 16, 21, 22)
354, (0, 7, 15, 17, 18, 21)
355, (0, 7, 15, 17, 19, 20)
356, (0, 7, 15, 17, 20, 22)
357, (0, 7, 15, 18, 19, 23)
358, (0, 7, 15, 18, 22, 23)
359, (0, 7, 15, 19, 21, 23)
360, (0, 7, 15, 21, 22, 23)
361, (0, 7, 16, 17, 18, 20)
362, (0, 7, 16, 17, 20, 21)
363, (0, 7, 16, 18, 19, 22)
364, (0, 7, 16, 18, 21, 23)
365, (0, 7, 16, 19, 20, 23)
366, (0, 7, 16, 19, 21, 22)
367, (0, 7, 16, 20, 22, 23)
368, (0, 7, 17, 18, 19, 21)
369, (0, 7, 17, 18, 20, 23)
370, (0, 7, 17, 18, 21, 22)
371, (0, 7, 17, 19, 20, 22)
372, (0, 7, 17, 20, 21, 23)
373, (0, 7, 18, 19, 22, 23)
374, (0, 7, 19, 21, 22, 23)
375, (0, 8, 13, 16, 17, 23)
376, (0, 8, 14, 15, 16, 17)
377, (0, 8, 14, 15, 17, 23)
378, (0, 8, 14, 16, 17, 19)
379, (0, 8, 14, 16, 17, 22)
380, (0, 8, 14, 17, 19, 23)
381, (0, 8, 14, 17, 22, 23)
382, (0, 8, 15, 16, 17, 18)
383, (0, 8, 15, 16, 17, 21)
384, (0, 8, 15, 16, 19, 23)
385, (0, 8, 15, 16, 22, 23)
386, (0, 8, 15, 17, 18, 23)
387, (0, 8, 15, 17, 19, 22)
388, (0, 8, 15, 17, 21, 23)
389, (0, 8, 16, 17, 18, 19)
390, (0, 8, 16, 17, 18, 22)
391, (0, 8, 16, 17, 19, 21)
